Manufacturer,Type,ID,Part Type,String,Model Name,Stats,Effects,Requirements
Jakobs,Sniper,50,Foregrip,JAK_SR.part_foregrip_03,,,,
Jakobs,Sniper,51,Foregrip,JAK_SR.part_foregrip_01,,,,
Jakobs,Sniper,52,Underbarrel,JAK_SR.part_underbarrel_04_atlas,,,,
Jakobs,Sniper,53,Underbarrel,JAK_SR.part_underbarrel_03_crank,,,,
Jakobs,Sniper,54,Manufacturer Part,JAK_SR.part_secondary_ammo_smg,,,,
Jakobs,Sniper,55,Manufacturer Part,JAK_SR.part_secondary_ammo_ar,,,,
Jakobs,Sniper,56,Manufacturer Part,JAK_SR.part_secondary_ammo_ps,,,,
Jakobs,Sniper,57,Barrel Accessory,JAK_SR.part_barrel_01_a,,,,
Jakobs,Sniper,58,Barrel Accessory,JAK_SR.part_barrel_01_b,,,,
Jakobs,Sniper,59,Barrel Accessory,JAK_SR.part_barrel_01_c,,,,
Jakobs,Sniper,60,Barrel Accessory,JAK_SR.part_barrel_01_d,,,,
Jakobs,Sniper,61,Barrel Accessory,JAK_SR.part_barrel_02_a,,,,
Jakobs,Sniper,62,Barrel Accessory,JAK_SR.part_barrel_02_b,,,,
Jakobs,Sniper,63,Barrel Accessory,JAK_SR.part_barrel_02_c,,,,
Jakobs,Sniper,64,Barrel Accessory,JAK_SR.part_barrel_02_d,,,,
Jakobs,Sniper,65,Manufacturer Part,JAK_SR.part_barrel_licensed_ted,,,,
Jakobs,Sniper,66,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_shooting,,,,
Jakobs,Sniper,67,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_combo,,,,
Jakobs,Sniper,68,Manufacturer Part,JAK_SR.part_barrel_licensed_ted_mirv,,,,
Jakobs,Sniper,69,Manufacturer Part,JAK_SR.part_barrel_licensed_hyp,,,,
Jakobs,Sniper,70,Manufacturer Part,JAK_SR.part_secondary_ammo_sg,,,,
Jakobs,Sniper,72,Barrel,JAK_SR.part_barrel_ballista,,,,
Jakobs,Sniper,74,Barrel,JAK_SR.part_barrel_02_boomslang,,,,
Jakobs,Sniper,75,Barrel,JAK_SR.part_barrel_truck,,,,
Maliwan,Shotgun,2,Body,MAL_SG.part_body,,,,
Maliwan,Shotgun,3,Body Accessory,MAL_SG.part_body_a,,,,
Maliwan,Shotgun,4,Body Accessory,MAL_SG.part_body_b,,,,
Maliwan,Shotgun,5,Body Accessory,MAL_SG.part_body_c,,,,
Maliwan,Shotgun,6,Body Accessory,MAL_SG.part_body_d,,,,
Maliwan,Shotgun,7,Barrel,MAL_SG.part_barrel_01_kickballer,,,,
Maliwan,Shotgun,8,Barrel,MAL_SG.part_barrel_01,,,,
Maliwan,Shotgun,9,Barrel,MAL_SG.part_barrel_02,,,,
Maliwan,Shotgun,10,Manufacturer Part,MAL_SG.part_shield_default,,,,
Maliwan,Shotgun,11,Manufacturer Part,MAL_SG.part_shield_ricochet,,,,
Maliwan,Shotgun,12,Manufacturer Part,MAL_SG.part_shield_ammo,,,,
Maliwan,Shotgun,13,Manufacturer Part,MAL_SG.part_shield_amp,,,,
Maliwan,Shotgun,14,Magazine,MAL_SG.part_mag_05_borg,,,,
Maliwan,Shotgun,15,Magazine,MAL_SG.part_mag_04_cov,,,,
Maliwan,Shotgun,16,Magazine,MAL_SG.part_mag_01,,,,
Maliwan,Shotgun,17,Magazine,MAL_SG.part_mag_02,,,,
Maliwan,Shotgun,18,Stat Modifier,MAL_SG.part_mag_ted_thrown_01,,,,
Maliwan,Shotgun,19,Stat Modifier,MAL_SG.part_mag_ted_thrown_02,,,,
Maliwan,Shotgun,20,Stat Modifier,MAL_SG.part_mag_ted_thrown_03_tor,,,,
Maliwan,Shotgun,21,Stat Modifier,MAL_SG.part_mag_ted_thrown_04_cov,,,,
Maliwan,Shotgun,22,Stat Modifier,MAL_SG.part_mag_ted_thrown_05_bor,,,,
Maliwan,Shotgun,23,Scope,MAL_SG.part_scope_ironsight,,,,
Maliwan,Shotgun,24,Scope,MAL_SG.part_scope_01_lens_01,,,,
Maliwan,Shotgun,25,Scope,MAL_SG.part_scope_01_lens_02,,,,
Maliwan,Shotgun,26,Scope,MAL_SG.part_scope_02_lens_01,,,,
Maliwan,Shotgun,27,Scope,MAL_SG.part_scope_02_lens_02,,,,
Maliwan,Shotgun,28,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_a,,,,
Maliwan,Shotgun,29,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_b,,,,
Maliwan,Shotgun,30,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_a,,,,
Maliwan,Shotgun,31,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_b,,,,
Maliwan,Shotgun,32,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_a,,,,
Maliwan,Shotgun,33,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_b,,,,
Maliwan,Shotgun,34,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_a,,,,
Maliwan,Shotgun,35,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_b,,,,
Maliwan,Shotgun,36,Grip,MAL_SG.part_grip_05a_ted_legs,,,,
Maliwan,Shotgun,37,Grip,MAL_SG.part_grip_05b_ted_homing,,,,
Maliwan,Shotgun,38,Grip,MAL_SG.part_grip_05c_ted_jav,,,,
Maliwan,Shotgun,39,Grip,MAL_SG.part_grip_04_hyp,,,,
Maliwan,Shotgun,40,Grip,MAL_SG.part_grip_01,,,,
Maliwan,Shotgun,41,Grip,MAL_SG.part_grip_02,,,,
Maliwan,Shotgun,42,Grip,MAL_SG.part_grip_03,,,,
Maliwan,Shotgun,43,Underbarrel,MAL_SG.part_underbarrel_03_beam_tosser,,,,
Maliwan,Shotgun,44,Underbarrel,MAL_SG.part_underbarrel_02_energydisc,,,,
Maliwan,Shotgun,45,Underbarrel,MAL_SG.part_underbarrel_04_atlas_ball,,,,
Maliwan,Shotgun,46,Underbarrel,MAL_SG.part_underbarrel_05_ammoswitcher,,,,
Maliwan,Shotgun,47,Foregrip,MAL_SG.part_foregrip_02,,,,
Maliwan,Shotgun,48,Foregrip,MAL_SG.part_foregrip_03,,,,
Maliwan,Shotgun,49,Underbarrel,MAL_SG.part_underbarrel_01_blowback,,,,
Maliwan,Shotgun,50,Underbarrel,MAL_SG.part_underbarrel_04_atlas,,,,
Maliwan,Shotgun,51,Foregrip,MAL_SG.part_foregrip_01,,,,
Maliwan,Shotgun,52,Manufacturer Part,MAL_SG.part_secondary_ammo_smg,,,,
Maliwan,Shotgun,53,Manufacturer Part,MAL_SG.part_secondary_ammo_ar,,,,
Maliwan,Shotgun,54,Manufacturer Part,MAL_SG.part_secondary_ammo_ps,,,,
Maliwan,Shotgun,55,Manufacturer Part,MAL_SG.part_secondary_ammo_sr,,,,
Maliwan,Shotgun,56,Barrel,MAL_SG.part_barrel_01_kaleidosplode,,,,
Maliwan,Shotgun,58,Barrel,MAL_SG.part_barrel_02_sweet_embrace,,,,
Maliwan,Shotgun,59,Foregrip,MAL_SG.part_foregrip_04,,,,
Maliwan,Shotgun,63,Barrel Accessory,MAL_SG.part_barrel_01_a,,,,
Maliwan,Shotgun,64,Barrel Accessory,MAL_SG.part_barrel_01_b,,,,
Maliwan,Shotgun,65,Barrel Accessory,MAL_SG.part_barrel_01_c,,,,
Maliwan,Shotgun,66,Barrel Accessory,MAL_SG.part_barrel_01_d,,,,
Maliwan,Shotgun,67,Barrel Accessory,MAL_SG.part_barrel_02_a,,,,
Maliwan,Shotgun,68,Barrel Accessory,MAL_SG.part_barrel_02_b,,,,
Maliwan,Shotgun,69,Barrel Accessory,MAL_SG.part_barrel_02_c,,,,
Maliwan,Shotgun,70,Barrel Accessory,MAL_SG.part_barrel_02_d,,,,
Maliwan,Shotgun,71,Manufacturer Part,MAL_SG.part_barrel_licensed_jak,,,,
Maliwan,Shotgun,72,Manufacturer Part,MAL_SG.part_barrel_licensed_ted,,,,
Maliwan,Shotgun,73,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_shooting,,,,
Maliwan,Shotgun,74,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_mirv,,,,
Maliwan,Shotgun,75,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_combo,,,,
Maliwan,Shotgun,76,Manufacturer Part,MAL_SG.part_barrel_licensed_hyp,,,,
Maliwan,Shotgun,77,Manufacturer Part,MAL_SG.part_mag_torgue_normal,,,,
Maliwan,Shotgun,78,Manufacturer Part,MAL_SG.part_mag_torgue_sticky,,,,
Maliwan,Shotgun,79,Magazine,MAL_SG.part_mag_03_tor,,,,
Maliwan,SMG,2,Body,MAL_SM.part_body,,,,
Maliwan,SMG,3,Body Accessory,MAL_SM.part_body_a,,,,
Maliwan,SMG,4,Body Accessory,MAL_SM.part_body_b,,,,
Maliwan,SMG,5,Body Accessory,MAL_SM.part_body_c,,,,
Maliwan,SMG,6,Body Accessory,MAL_SM.part_body_d,,,,
Maliwan,SMG,7,Barrel,MAL_SM.part_barrel_01,,,,
Maliwan,SMG,8,Barrel,MAL_SM.part_barrel_02,,,,
Maliwan,SMG,9,Manufacturer Part,MAL_SM.part_shield_default,,,,
Maliwan,SMG,10,Manufacturer Part,MAL_SM.part_shield_ricochet,,,,
Maliwan,SMG,11,Manufacturer Part,MAL_SM.part_shield_ammo,,,,
Maliwan,SMG,12,Manufacturer Part,MAL_SM.part_shield_amp,,,,
Maliwan,SMG,13,Magazine,MAL_SM.part_mag_01,,,,
Maliwan,SMG,14,Magazine,MAL_SM.part_mag_02,,,,
Maliwan,SMG,15,Magazine,MAL_SM.part_mag_03_tor,,,,
Maliwan,SMG,16,Magazine,MAL_SM.part_mag_04_cov,,,,
Maliwan,SMG,17,Magazine,MAL_SM.part_mag_05_borg,,,,
Maliwan,SMG,18,Manufacturer Part,MAL_SM.part_mag_torgue_normal,,,,
Maliwan,SMG,19,Manufacturer Part,MAL_SM.part_mag_torgue_sticky,,,,
Maliwan,SMG,20,Stat Modifier,MAL_SM.part_mag_ted_thrown_01,,,,
Maliwan,SMG,21,Stat Modifier,MAL_SM.part_mag_ted_thrown_02,,,,
Maliwan,SMG,22,Stat Modifier,MAL_SM.part_mag_ted_thrown_03_tor,,,,
Maliwan,SMG,23,Stat Modifier,MAL_SM.part_mag_ted_thrown_04_cov,,,,
Maliwan,SMG,24,Stat Modifier,MAL_SM.part_mag_ted_thrown_05_bor,,,,
Maliwan,SMG,25,Scope,MAL_SM.part_scope_ironsight,,,,
Maliwan,SMG,26,Scope,MAL_SM.part_scope_01_lens_01,,,,
Maliwan,SMG,27,Scope,MAL_SM.part_scope_01_lens_02,,,,
Maliwan,SMG,28,Scope,MAL_SM.part_scope_02_lens_01,,,,
Maliwan,SMG,29,Scope,MAL_SM.part_scope_02_lens_02,,,,
Maliwan,SMG,30,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_a,,,,
Maliwan,SMG,31,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_b,,,,
Maliwan,SMG,32,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_a,,,,
Maliwan,SMG,33,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_b,,,,
Maliwan,SMG,34,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_a,,,,
Maliwan,SMG,35,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_b,,,,
Maliwan,SMG,36,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_a,,,,
Maliwan,SMG,37,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_b,,,,
Maliwan,SMG,38,Grip,MAL_SM.part_grip_05c_ted_jav,,,,
Maliwan,SMG,39,Grip,MAL_SM.part_grip_05b_ted_homing,,,,
Maliwan,SMG,40,Grip,MAL_SM.part_grip_05a_ted_legs,,,,
Maliwan,SMG,41,Grip,MAL_SM.part_grip_04_hyp,,,,
Maliwan,SMG,42,Grip,MAL_SM.part_grip_01,,,,
Maliwan,SMG,43,Grip,MAL_SM.part_grip_02,,,,
Maliwan,SMG,44,Grip,MAL_SM.part_grip_03,,,,
Maliwan,SMG,45,Underbarrel,MAL_SM.part_underbarrel_03_railgun,,,,
Maliwan,SMG,46,Underbarrel,MAL_SM.part_underbarrel_02_overcharge,,,,
Maliwan,SMG,47,Underbarrel,MAL_SM.part_underbarrel_04_atlas_ball,,,,
Maliwan,SMG,48,Underbarrel,MAL_SM.part_underbarrel_05_ammoswitcher,,,,
Maliwan,SMG,49,Foregrip,MAL_SM.part_foregrip_02,,,,
Maliwan,SMG,50,Foregrip,MAL_SM.part_foregrip_03,,,,
Maliwan,SMG,51,Foregrip,MAL_SM.part_foregrip_01,,,,
Maliwan,SMG,52,Underbarrel,MAL_SM.part_underbarrel_04_atlas,,,,
Maliwan,SMG,53,Underbarrel,MAL_SM.part_underbarrel_01_laserwire,,,,
Maliwan,SMG,54,Manufacturer Part,MAL_SM.part_secondary_ammo_sg,,,,
Maliwan,SMG,55,Manufacturer Part,MAL_SM.part_secondary_ammo_ar,,,,
Maliwan,SMG,56,Manufacturer Part,MAL_SM.part_secondary_ammo_ps,,,,
Maliwan,SMG,57,Manufacturer Part,MAL_SM.part_secondary_ammo_sr,,,,
Maliwan,SMG,59,Barrel,MAL_SM.part_barrel_01_OhmIGot,,,,
Maliwan,SMG,61,Barrel Accessory,MAL_SM.part_barrel_02_d_PlasmaCoil,,,,
Maliwan,SMG,62,Barrel,MAL_SM.part_barrel_02_PlasmaCoil,,,,
Maliwan,SMG,65,Barrel Accessory,MAL_SM.part_barrel_01_a,,,,
Maliwan,SMG,66,Barrel Accessory,MAL_SM.part_barrel_01_b,,,,
Maliwan,SMG,67,Barrel Accessory,MAL_SM.part_barrel_01_c,,,,
Maliwan,SMG,68,Barrel Accessory,MAL_SM.part_barrel_01_d,,,,
Maliwan,SMG,69,Barrel Accessory,MAL_SM.part_barrel_02_a,,,,
Maliwan,SMG,70,Barrel Accessory,MAL_SM.part_barrel_02_b,,,,
Maliwan,SMG,71,Barrel Accessory,MAL_SM.part_barrel_02_c,,,,
Maliwan,SMG,72,Barrel Accessory,MAL_SM.part_barrel_02_d,,,,
Maliwan,SMG,73,Manufacturer Part,MAL_SM.part_barrel_licensed_jak,,,,
Maliwan,SMG,74,Manufacturer Part,MAL_SM.part_barrel_licensed_ted,,,,
Maliwan,SMG,75,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_shooting,,,,
Maliwan,SMG,76,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_mirv,,,,
Maliwan,SMG,77,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_combo,,,,
Maliwan,SMG,78,Manufacturer Part,MAL_SM.part_barrel_licensed_hyp,,,,
Maliwan,Sniper,2,Body,MAL_SR.part_body,,,,
Maliwan,Sniper,3,Body Accessory,MAL_SR.part_body_a,,,,
Maliwan,Sniper,4,Body Accessory,MAL_SR.part_body_b,,,,
Maliwan,Sniper,5,Body Accessory,MAL_SR.part_body_c,,,,
Maliwan,Sniper,6,Body Accessory,MAL_SR.part_body_d,,,,
Maliwan,Sniper,7,Barrel,MAL_SR.part_barrel_01,,,,
Maliwan,Sniper,8,Barrel,MAL_SR.part_barrel_02,,,,
Maliwan,Sniper,9,Manufacturer Part,MAL_SR.part_shield_default,,,,
Maliwan,Sniper,10,Manufacturer Part,MAL_SR.part_shield_ricochet,,,,
Maliwan,Sniper,11,Manufacturer Part,MAL_SR.part_shield_ammo,,,,
Maliwan,Sniper,12,Manufacturer Part,MAL_SR.part_shield_amp,,,,
Maliwan,Sniper,13,Magazine,MAL_SR.part_mag_01,,,,
Maliwan,Sniper,14,Magazine,MAL_SR.part_mag_02,,,,
Maliwan,Sniper,15,Magazine,MAL_SR.part_mag_03_tor,,,,
Maliwan,Sniper,16,Magazine,MAL_SR.part_mag_04_cov,,,,
Maliwan,Sniper,17,Magazine,MAL_SR.part_mag_05_borg,,,,
Maliwan,Sniper,18,Manufacturer Part,MAL_SR.part_mag_torgue_normal,,,,
Maliwan,Sniper,19,Manufacturer Part,MAL_SR.part_mag_torgue_sticky,,,,
Maliwan,Sniper,20,Barrel,MAL_SR.part_barrel_01_complex_root,,,,
Maliwan,Sniper,21,Stat Modifier,MAL_SR.part_mag_ted_thrown_01,,,,
Maliwan,Sniper,22,Stat Modifier,MAL_SR.part_mag_ted_thrown_02,,,,
Maliwan,Sniper,23,Stat Modifier,MAL_SR.part_mag_ted_thrown_03_tor,,,,
Maliwan,Sniper,24,Stat Modifier,MAL_SR.part_mag_ted_thrown_04_cov,,,,
Maliwan,Sniper,25,Stat Modifier,MAL_SR.part_mag_ted_thrown_05_bor,,,,
Maliwan,Sniper,26,Scope,MAL_SR.part_scope_ironsight,,,,
Maliwan,Sniper,27,Scope,MAL_SR.part_scope_01_lens_01,,,,
Maliwan,Sniper,28,Scope,MAL_SR.part_scope_01_lens_02,,,,
Maliwan,Sniper,29,Scope,MAL_SR.part_scope_02_lens_01,,,,
Maliwan,Sniper,30,Scope,MAL_SR.part_scope_02_lens_02,,,,
Maliwan,Sniper,31,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_a,,,,
Maliwan,Sniper,32,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_b,,,,
Maliwan,Sniper,33,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_a,,,,
Maliwan,Sniper,34,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_b,,,,
Maliwan,Sniper,35,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_a,,,,
Maliwan,Sniper,36,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_b,,,,
Maliwan,Sniper,37,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_a,,,,
Maliwan,Sniper,38,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_b,,,,
Maliwan,Sniper,39,Grip,MAL_SR.part_grip_05c_ted_jav,,,,
Maliwan,Sniper,40,Grip,MAL_SR.part_grip_05b_ted_homing,,,,
Maliwan,Sniper,41,Grip,MAL_SR.part_grip_05a_ted_legs,,,,
Maliwan,Sniper,42,Grip,MAL_SR.part_grip_04_hyp,,,,
Maliwan,Sniper,43,Grip,MAL_SR.part_grip_01,,,,
Maliwan,Sniper,44,Grip,MAL_SR.part_grip_02,,,,
Maliwan,Sniper,45,Grip,MAL_SR.part_grip_03,,,,
Maliwan,Sniper,46,Underbarrel,MAL_SR.part_underbarrel_05_ammoswitcher,,,,
Maliwan,Sniper,47,Underbarrel,MAL_SR.part_underbarrel_04_atlas_ball,,,,
Maliwan,Sniper,48,Underbarrel,MAL_SR.part_underbarrel_02_multitaser,,,,
Maliwan,Sniper,49,Underbarrel,MAL_SR.part_underbarrel_01_singularity,,,,
Maliwan,Sniper,50,Foregrip,MAL_SR.part_foregrip_02,,,,
Maliwan,Sniper,51,Foregrip,MAL_SR.part_foregrip_03,,,,
Maliwan,Sniper,52,Foregrip,MAL_SR.part_foregrip_01,,,,
Maliwan,Sniper,53,Underbarrel,MAL_SR.part_underbarrel_03_rocketpod,,,,
Maliwan,Sniper,54,Underbarrel,MAL_SR.part_underbarrel_04_atlas,,,,
Maliwan,Sniper,55,Manufacturer Part,MAL_SR.part_secondary_ammo_smg,,,,
Maliwan,Sniper,56,Manufacturer Part,MAL_SR.part_secondary_ammo_sg,,,,
Maliwan,Sniper,57,Manufacturer Part,MAL_SR.part_secondary_ammo_ar,,,,
Maliwan,Sniper,58,Manufacturer Part,MAL_SR.part_secondary_ammo_ps,,,,
Maliwan,Sniper,60,Barrel,MAL_SR.part_barrel_02_katagawa,,,,
Maliwan,Sniper,62,Foregrip,MAL_SR.part_foregrip_04,,,,
Maliwan,Sniper,63,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_02,,,,
Maliwan,Sniper,64,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_01,,,,
Maliwan,Sniper,65,Barrel Accessory,MAL_SR.part_barrel_01_a,,,,
Maliwan,Sniper,66,Barrel Accessory,MAL_SR.part_barrel_01_b,,,,
Maliwan,Sniper,67,Barrel Accessory,MAL_SR.part_barrel_01_c,,,,
Maliwan,Sniper,68,Barrel Accessory,MAL_SR.part_barrel_01_d,,,,
Maliwan,Sniper,69,Barrel Accessory,MAL_SR.part_barrel_02_a,,,,
Maliwan,Sniper,70,Barrel Accessory,MAL_SR.part_barrel_02_b,,,,
Maliwan,Sniper,71,Barrel Accessory,MAL_SR.part_barrel_02_c,,,,
Maliwan,Sniper,72,Barrel Accessory,MAL_SR.part_barrel_02_d,,,,
Maliwan,Sniper,73,Manufacturer Part,MAL_SR.part_barrel_licensed_jak,,,,
Maliwan,Sniper,74,Manufacturer Part,MAL_SR.part_barrel_licensed_ted,,,,
Maliwan,Sniper,75,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_shooting,,,,
Maliwan,Sniper,76,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_mirv,,,,
Maliwan,Sniper,77,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_combo,,,,
Maliwan,Sniper,78,Manufacturer Part,MAL_SR.part_barrel_licensed_hyp,,,,
Maliwan,Sniper,79,Barrel,MAL_SR.part_barrel_01_asher,,,,
Order,Assault Rifle,1,Scope,ORD_AR.part_scope_02_lens_02_gmr,,,,
Order,Assault Rifle,2,Barrel,ORD_AR.part_barrel_02_gmr,,,,
Order,Assault Rifle,3,Body Accessory,ORD_AR.part_body_a,,,,
Order,Assault Rifle,4,Body Accessory,ORD_AR.part_body_b,,,,
Order,Assault Rifle,5,Body Accessory,ORD_AR.part_body_c,,,,
Order,Assault Rifle,6,Body Accessory,ORD_AR.part_body_d,,,,
Order,Assault Rifle,7,Barrel,ORD_AR.part_barrel_01,,,,
Order,Assault Rifle,8,Barrel,ORD_AR.part_barrel_02,,,,
Order,Assault Rifle,9,Manufacturer Part,ORD_AR.part_shield_default,,,,
Order,Assault Rifle,10,Manufacturer Part,ORD_AR.part_shield_ricochet,,,,
Order,Assault Rifle,11,Manufacturer Part,ORD_AR.part_shield_ammo,,,,
Order,Assault Rifle,12,Manufacturer Part,ORD_AR.part_shield_amp,,,,
Order,Assault Rifle,13,Magazine,ORD_AR.part_mag_01,,,,
Order,Assault Rifle,14,Magazine,ORD_AR.part_mag_02,,,,
Order,Assault Rifle,15,Magazine,ORD_AR.part_mag_04_cov,,,,
Order,Assault Rifle,16,Magazine,ORD_AR.part_mag_05_borg,,,,
Order,Assault Rifle,17,Stat Modifier,ORD_AR.part_mag_ted_thrown_01,,,,
Order,Assault Rifle,18,Stat Modifier,ORD_AR.part_mag_ted_thrown_02,,,,
Order,Assault Rifle,19,Stat Modifier,ORD_AR.part_mag_ted_thrown_03_tor,,,,
Order,Assault Rifle,20,Stat Modifier,ORD_AR.part_mag_ted_thrown_04_cov,,,,
Order,Assault Rifle,21,Stat Modifier,ORD_AR.part_mag_ted_thrown_05_bor,,,,
Order,Assault Rifle,22,Scope,ORD_AR.part_scope_02_lens_02,,,,
Order,Assault Rifle,23,Scope,ORD_AR.part_scope_02_lens_01,,,,
Order,Assault Rifle,24,Scope,ORD_AR.part_scope_01_lens_02,,,,
Order,Assault Rifle,25,Scope,ORD_AR.part_scope_01_lens_01,,,,
Order,Assault Rifle,26,Scope,ORD_AR.part_scope_ironsight,,,,
Order,Assault Rifle,27,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_a,,,,
Order,Assault Rifle,28,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_b,,,,
Order,Assault Rifle,29,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_a,,,,
Order,Assault Rifle,30,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_b,,,,
Order,Assault Rifle,31,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_a,,,,
Order,Assault Rifle,32,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_b,,,,
Order,Assault Rifle,33,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_a,,,,
Order,Assault Rifle,34,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_b,,,,
Order,Assault Rifle,35,Grip,ORD_AR.part_grip_05a_ted_legs,,,,
Order,Assault Rifle,36,Grip,ORD_AR.part_grip_05c_ted_jav,,,,
Order,Assault Rifle,37,Grip,ORD_AR.part_grip_05b_ted_homing,,,,
Order,Assault Rifle,38,Grip,ORD_AR.part_grip_04_hyp,,,,
Order,Assault Rifle,39,Grip,ORD_AR.part_grip_01,,,,
Order,Assault Rifle,40,Grip,ORD_AR.part_grip_02,,,,
Order,Assault Rifle,41,Grip,ORD_AR.part_grip_03,,,,
Order,Assault Rifle,42,Underbarrel,ORD_AR.part_underbarrel_01_seeker,,,,
Order,Assault Rifle,43,Underbarrel,ORD_AR.part_underbarrel_03_killdrone,,,,
Order,Assault Rifle,44,Underbarrel,ORD_AR.part_underbarrel_04_atlas_ball,,,,
Order,Assault Rifle,45,Underbarrel,ORD_AR.part_underbarrel_04_atlas,,,,
Order,Assault Rifle,46,Foregrip,ORD_AR.part_foregrip_02,,,,
Order,Assault Rifle,47,Foregrip,ORD_AR.part_foregrip_03,,,,
Order,Assault Rifle,48,Manufacturer Part,ORD_AR.part_secondary_ammo_sm,,,,
Order,Assault Rifle,49,Manufacturer Part,ORD_AR.part_secondary_ammo_sg,,,,
Order,Assault Rifle,50,Manufacturer Part,ORD_AR.part_secondary_ammo_ps,,,,
Order,Assault Rifle,51,Manufacturer Part,ORD_AR.part_secondary_ammo_sr,,,,
Order,Assault Rifle,52,Barrel Accessory,ORD_AR.part_barrel_01_a,,,,
Order,Assault Rifle,53,Barrel Accessory,ORD_AR.part_barrel_01_b,,,,
Order,Assault Rifle,54,Barrel Accessory,ORD_AR.part_barrel_01_c,,,,
Order,Assault Rifle,55,Barrel Accessory,ORD_AR.part_barrel_01_d,,,,
Order,Assault Rifle,56,Barrel Accessory,ORD_AR.part_barrel_02_a,,,,
Order,Assault Rifle,57,Barrel Accessory,ORD_AR.part_barrel_02_b,,,,
Order,Assault Rifle,58,Barrel Accessory,ORD_AR.part_barrel_02_c,,,,
Order,Assault Rifle,59,Barrel Accessory,ORD_AR.part_barrel_02_d,,,,
Order,Assault Rifle,60,Manufacturer Part,ORD_AR.part_barrel_licensed_jak,,,,
Order,Assault Rifle,61,Manufacturer Part,ORD_AR.part_barrel_licensed_ted,,,,
Order,Assault Rifle,62,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_shooting,,,,
Order,Assault Rifle,63,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_mirv,,,,
Order,Assault Rifle,64,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_combo,,,,
Order,Assault Rifle,65,Manufacturer Part,ORD_AR.part_barrel_licensed_hyp,,,,
Order,Assault Rifle,66,Manufacturer Part,ORD_AR.part_mag_torgue_normal,,,,
Order,Assault Rifle,67,Manufacturer Part,ORD_AR.part_mag_torgue_sticky,,,,
Order,Assault Rifle,68,Underbarrel,ORD_AR.part_underbarrel_02_deathsphere,,,,
Order,Assault Rifle,69,Underbarrel,ORD_AR.part_underbarrel_05_ammoswitcher,,,,
Order,Assault Rifle,70,Foregrip,ORD_AR.part_foregrip_01,,,,
Order,Assault Rifle,71,Magazine,ORD_AR.part_mag_03_tor,,,,
Order,Assault Rifle,72,Barrel,ORD_AR.part_barrel_02_goalkeeper,,,,
Order,Assault Rifle,74,Body,ORD_AR.part_body,,,,
Order,Pistol,1,Magazine,ORD_PS.part_mag_03_rocketreload,,,,
Order,Pistol,2,Body,ORD_PS.part_body,,,,
Order,Pistol,3,Body Accessory,ORD_PS.part_body_a,,,,
Order,Pistol,4,Body Accessory,ORD_PS.part_body_b,,,,
Order,Pistol,5,Body Accessory,ORD_PS.part_body_c,,,,
